prompt_id,trial_index,temperature,winner_id,reasoning_hash,is_flipped
83,0,0.0,B,8c356a981744,False
83,1,0.0,B,4619e820e590,False
83,2,0.0,B,3486debf0079,False
83,3,0.0,B,b2ce426771dd,False
83,4,0.0,B,9deb85059037,False
84,0,0.0,A,23a34c24e734,False
84,1,0.0,B,31b32cc4355a,True
84,2,0.0,A,49fb27e6bb3c,False
84,3,0.0,A,d7df414d019f,False
84,4,0.0,A,2b75f08b70a7,False
85,0,0.0,A,91c4363dcc92,False
85,0,0.0,TIE,b952f9bd8f40,True
85,1,0.0,A,8cab08c1d713,False
85,1,0.0,A,3b50e4705984,False
85,2,0.0,A,fde8883b5b27,False
85,2,0.0,B,9d33d8f7c073,True
85,3,0.0,A,14bec58c629a,False
85,3,0.0,A,5ce233815231,False
85,4,0.0,A,70bcce874c0a,False
85,4,0.0,TIE,907c530a5298,True
88,0,0.0,TIE,48f3fbcde9c7,False
88,1,0.0,TIE,103a13af0ebe,False
88,2,0.0,TIE,eb213398e1bc,False
88,3,0.0,TIE,f6f217919c64,False
88,4,0.0,TIE,fdae6ad256a9,False
93,0,0.0,B,21bc186f22ed,False
93,1,0.0,B,c9c8c91b42f8,False
93,2,0.0,B,2fb04246c702,False
93,3,0.0,B,740b4082c3d3,False
93,4,0.0,B,08de5769318a,False
97,0,0.0,TIE,7162ec856baf,False
97,0,0.0,B,495529a57280,True
97,1,0.0,TIE,05ad3e2ee108,False
97,1,0.0,B,44faf05b57ef,True
97,2,0.0,TIE,4d302fe5470f,False
97,2,0.0,B,48706a5a8811,True
97,3,0.0,TIE,4d302fe5470f,False
97,3,0.0,B,ccbb11c7a42a,True
97,4,0.0,TIE,00e639a6c3cf,False
97,4,0.0,B,dd9b2001bba5,True
99,0,0.0,B,04672ccf2600,False
99,1,0.0,B,4e1b05bd7efd,False
99,2,0.0,B,d6b27e6d9feb,False
99,3,0.0,B,62ae0ac4b591,False
99,4,0.0,B,0948d4fb7b09,False
111,0,0.0,B,b6b1e4161893,True
111,1,0.0,A,4f844bceaf05,False
111,2,0.0,A,7438ec234e99,False
111,3,0.0,A,3cb39881ba4d,False
111,4,0.0,B,63cbcae031d5,True
115,0,0.0,TIE,81a19b3ec9a5,False
115,0,0.0,TIE,da139f657967,False
115,1,0.0,TIE,efcbcfbcef0b,False
115,1,0.0,B,06a589cc68e4,True
115,2,0.0,TIE,2f88053627be,False
115,2,0.0,TIE,9ae122aacc2e,False
115,3,0.0,TIE,bca1a088b0cf,False
115,3,0.0,B,80deaf565e29,True
115,4,0.0,TIE,96f5bd81a945,False
115,4,0.0,B,50dc8c0a1812,True
117,0,0.0,B,b4180f98c2c8,False
117,1,0.0,B,bcbca90b317a,False
117,2,0.0,B,a6d879389819,False
117,3,0.0,B,b3f0c94a59d0,False
117,4,0.0,B,1e601e5aed49,False
121,0,0.0,A,d7b7a1b719af,False
121,1,0.0,A,d7b7a1b719af,False
121,2,0.0,A,a7c0fc86141c,False
121,3,0.0,A,cca6e8daa625,False
121,4,0.0,A,93085c39016c,False
127,0,0.0,B,4993002eba11,False
127,1,0.0,B,8302af803acf,False
127,2,0.0,B,9e0141ec4311,False
127,3,0.0,B,6c1713c664f9,False
127,4,0.0,B,f6bf2e1faf43,False
130,0,0.0,A,024b2e45a981,False
130,1,0.0,A,533016cf39ad,False
130,2,0.0,A,cc5f96ad7128,False
130,3,0.0,A,162121fe2a53,False
130,4,0.0,A,bfdc2e7b5c17,False
133,0,0.0,A,7f122705db4b,False
133,1,0.0,A,fbad491ac237,False
133,2,0.0,A,c6b420fca399,False
133,3,0.0,A,5e82ae7ef216,False
133,4,0.0,A,3badacf02145,False
138,0,0.0,A,402ec2cd3c0c,False
138,1,0.0,A,8d1e952b5f75,False
138,2,0.0,A,65323919058b,False
138,3,0.0,A,88b09674a37e,False
138,4,0.0,A,271dafed5294,False
140,0,0.0,A,28a6ab9ff593,False
140,1,0.0,A,02195483db0f,False
140,2,0.0,A,2e4e8834db84,False
140,3,0.0,A,bbf13930c23b,False
140,4,0.0,A,3fc96d66eef3,False
142,0,0.0,B,77971bfb8253,False
142,1,0.0,B,41865f281d24,False
142,2,0.0,B,781f651d0997,False
142,3,0.0,B,d8ca05631929,False
142,4,0.0,B,64a6a9f2a5e3,False
145,0,0.0,TIE,ddfbe3616abf,False
145,1,0.0,TIE,7abb28c6c19c,False
145,2,0.0,TIE,ca6adb5661ae,False
145,3,0.0,TIE,22a7872ebf1b,False
145,4,0.0,TIE,ee8fe196fa22,False
149,0,0.0,B,1d3a74e85c74,False
149,1,0.0,B,fc85c6d7d06f,False
149,2,0.0,B,eff16c6fa982,False
149,3,0.0,B,3ad460de9878,False
149,4,0.0,B,1618071477ff,False
150,0,0.0,A,d602cacaa845,False
150,1,0.0,A,ad11d287ee6a,False
150,2,0.0,A,ab3ac14405df,False
150,3,0.0,A,cfeedd0bf4d9,False
150,4,0.0,A,aafc630e0113,False
151,0,0.0,B,614bb395e1da,False
151,1,0.0,B,614bb395e1da,False
151,2,0.0,B,bc03fcff6333,False
151,3,0.0,B,49940441a76b,False
151,4,0.0,B,1fe90bf765e9,False
152,0,0.0,A,6f14eca372c5,False
152,1,0.0,A,1363760c93aa,False
152,2,0.0,A,73fbc5a2361e,False
152,3,0.0,A,92c8901d6326,False
152,4,0.0,A,42d53aa6abaf,False
155,0,0.0,A,9136e4a3472e,False
155,1,0.0,A,6132d25346da,False
155,2,0.0,A,805d9fac77ca,False
155,3,0.0,A,91d610226f6a,False
155,4,0.0,A,25435dfadcb7,False
159,0,0.0,A,8bd98363b48d,True
159,0,0.0,B,2296fecdab7f,False
159,0,0.0,B,03399c53e495,False
159,1,0.0,A,3e0a18a5ca43,True
159,1,0.0,B,69c1eba4f701,False
159,1,0.0,B,d032904afb1c,False
159,2,0.0,A,ba21f34bc4b0,True
159,2,0.0,B,597a4fd48a7a,False
159,2,0.0,B,d8494ffdc353,False
159,3,0.0,A,2538fbcdf995,True
159,3,0.0,B,2b277d3c7a92,False
159,3,0.0,B,10de045ff447,False
159,4,0.0,A,f10ff200b023,True
159,4,0.0,B,f0f33de66e8f,False
